,molecule_chembl_id,standard_value,canonical_smiles,bio_class
1072,CHEMBL3747601,200000.0,COc1c(C2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)ccc(O)c1CC=C(C)C,inactive
1073,CHEMBL3746555,200000.0,CC(C)=CCc1c(O)ccc(C2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c1O,inactive
1074,CHEMBL3746307,200000.0,COc1cc(O)ccc1C1COc2cc3c(c(O)c2C1=O)C=CC(C)(C)O3,inactive
1075,CHEMBL3745965,200000.0,COc1cc(C2COc3cc4c(c(OC)c3C2)C=CC(C)(C)O4)c(O)cc1O,inactive
1076,CHEMBL3747773,200000.0,CC(C)=CCC/C(C)=C/Cc1cc(C2CC(=O)c3c(cc(O)c(C)c3O)O2)ccc1O,inactive
1077,CHEMBL3746877,200000.0,CC(C)=CCC/C(C)=C/Cc1cc(C2Oc3cc(O)c(C)c(O)c3C(=O)C2=O)ccc1O,inactive
1078,CHEMBL287556,13200.0,O=c1cc(CO)occ1O,inactive
1079,CHEMBL3746218,18400.0,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C2(O)COc3cc(O)cc(O)c3C2=O)c1O,inactive
1080,CHEMBL3747057,30.0,COc1c2c(cc3c1C[C@H](c1ccc(O)cc1O)CO3)OC(C)(C)C=C2,active
1081,CHEMBL3746757,92000.0,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(-c2coc3cc(O)cc(O)c3c2=O)c1O,inactive
1082,CHEMBL3745886,2900.0,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C2COc3cc(O)cc(O)c3C2=O)c1O,intermediate
1083,CHEMBL287556,49300.0,O=c1cc(CO)occ1O,inactive
1084,CHEMBL3752353,2720.0,O=c1cc(-c2ccc(O)cc2O)oc2cccc(O)c12,intermediate
1085,CHEMBL3752527,1960.0,O=C1CC(c2ccc(O)cc2O)Oc2cccc(O)c21,intermediate
1086,CHEMBL3752314,16170.0,CC(=O)c1c(O)ccc(C(c2ccc(O)cc2O)c2ccc(O)c(C(C)=O)c2O)c1O,inactive
1087,CHEMBL3753040,970.0,O=C1CC(c2ccc(O)cc2O)Oc2ccccc21,active
1088,CHEMBL1256531,29.0,O=C(/C=C/c1ccc(O)cc1O)c1ccccc1O,active
1089,CHEMBL3753368,1670.0,O=C(CC(CC(=O)c1ccccc1O)c1ccc(O)cc1O)c1ccccc1O,intermediate
1090,CHEMBL454739,300000.0,CC(=O)c1c(O)cccc1O,inactive
1091,CHEMBL3187012,300000.0,CC(=O)c1ccccc1O,inactive
1092,CHEMBL243587,200000.0,O=Cc1ccc(O)cc1O,inactive
1093,CHEMBL287556,36360.0,O=c1cc(CO)occ1O,inactive
1094,CHEMBL3754276,16900.0,CC1=CC[C@@H](C(C)(C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1,inactive
1095,CHEMBL3751902,8610.0,C[C@@](O)(CO)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]12,intermediate
1096,CHEMBL3751857,25810.0,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]12,inactive
1097,CHEMBL3754390,63500.0,C=C(CO)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]12,inactive
1098,CHEMBL3780555,27700.0,O=C(O)CSc1nnc(NC(=S)Nc2ccccc2)s1,inactive
1099,CHEMBL3782050,54400.0,Cc1ccc(NC(=S)Nc2nnc(SCC(=O)O)s2)cc1,inactive
1100,CHEMBL3781053,20900.0,O=C(O)CSc1nnc(NC(=S)Nc2ccc(F)cc2)s1,inactive
1101,CHEMBL3779971,26300.0,O=C(O)CSc1nnc(NC(=S)Nc2ccc(Cl)cc2)s1,inactive
1102,CHEMBL3781407,27100.0,COc1ccccc1NC(=S)Nc1nnc(SCC(=O)O)s1,inactive
1103,CHEMBL3781435,31300.0,O=C(O)CSc1nnc(NC(=S)Nc2cccc(F)c2)s1,inactive
1104,CHEMBL3781887,59700.0,O=C(O)CSc1nnc(NC(=S)Nc2cccc(Cl)c2)s1,inactive
1105,CHEMBL3781659,6130.0,O=C(O)CSc1nnc(NC(=S)Nc2cccc(C(F)(F)F)c2)s1,intermediate
1106,CHEMBL3781248,20100.0,O=C(O)CSc1nnc(NC(=S)Nc2ccc(F)cc2F)s1,inactive
1107,CHEMBL3780797,20500.0,O=C(O)CSc1nnc(NC(=S)Nc2ccc(F)c(F)c2)s1,inactive
1108,CHEMBL3781054,33900.0,O=C(O)CSc1nnc(NC(=S)Nc2ccc(F)c(Cl)c2)s1,inactive
1109,CHEMBL287556,33300.0,O=c1cc(CO)occ1O,inactive
1110,CHEMBL3805523,130000.0,CCCCCCCCCC(=O)N/C(=C\c1ccc(O)cc1)C(=O)O,inactive
1111,CHEMBL3806298,470000.0,CC(C)CCCCCCC(=O)N/C(=C\c1ccc(O)cc1)C(=O)O,inactive
1112,CHEMBL3805142,280000.0,CCCCCCCCC(=O)N/C(=C\c1ccc(O)cc1)C(=O)O,inactive
1113,CHEMBL232202,100000.0,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,inactive
1114,CHEMBL287556,46000.0,O=c1cc(CO)occ1O,inactive
1115,CHEMBL3809975,26200.0,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cc(=O)c(O)c[nH]1,inactive
1116,CHEMBL3810334,8970.0,O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1)OCc1ccccc1,intermediate
1117,CHEMBL287556,12500.0,O=c1cc(CO)occ1O,inactive
1118,CHEMBL3809951,14260.0,CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCc1cc(=O)c(O)c[nH]1,inactive
1119,CHEMBL3810170,6930.0,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCc1cc(=O)c(O)c[nH]1,intermediate
1120,CHEMBL3809975,2790.0,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cc(=O)c(O)c[nH]1,intermediate
1121,CHEMBL3810334,1950.0,O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1)OCc1ccccc1,intermediate
1122,CHEMBL3808959,12480.0,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1,inactive
1123,CHEMBL3808964,15620.0,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1,inactive
1124,CHEMBL3809467,28710.0,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1,inactive
1125,CHEMBL3808924,11760.0,C[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1,inactive
1126,CHEMBL24147,1125000.0,Oc1cccc(O)c1,inactive
1127,CHEMBL2332776,1900.0,CCc1ccc(O)cc1O,intermediate
1128,CHEMBL2332773,1415000.0,Cc1c(O)cccc1O,inactive
1129,CHEMBL3828450,9310.0,Cc1ccc(O)cc1O,intermediate
1130,CHEMBL24147,652000.0,Oc1cccc(O)c1,inactive
1131,CHEMBL2332776,1100.0,CCc1ccc(O)cc1O,intermediate
1132,CHEMBL2332773,717000.0,Cc1c(O)cccc1O,inactive
1133,CHEMBL3828450,3300.0,Cc1ccc(O)cc1O,intermediate
1134,CHEMBL287556,20000.0,O=c1cc(CO)occ1O,inactive
1135,CHEMBL4070486,17500.0,COc1cc(/C=N/n2cnnc2SCc2cc(=O)c(O)co2)ccc1O,inactive
1136,CHEMBL4097661,9600.0,O=c1cc(CSc2nncn2/N=C/c2ccc(O)cc2O)occ1O,intermediate
1137,CHEMBL4081109,8540.0,O=c1cc(CSc2nncn2/N=C/c2ccc(O)cc2)occ1O,intermediate
1138,CHEMBL4105366,5200.0,O=c1cc(CSc2nnc(-c3ccccc3Cl)n2/N=C/c2ccc(O)c(O)c2)occ1O,intermediate
1139,CHEMBL4088997,1500.0,O=c1cc(CSc2nnc(-c3ccccc3)n2NCc2ccccc2O)occ1O,intermediate
1140,CHEMBL4067785,1710.0,O=c1cc(CSc2nnc(-c3ccc(Cl)cc3)n2NCc2ccccc2O)occ1O,intermediate
1141,CHEMBL4096695,2500.0,O=c1cc(CSc2nnc(-c3cccc(Cl)c3)n2NCc2ccccc2O)occ1O,intermediate
1142,CHEMBL4078679,3800.0,Cc1ccc(-c2nnc(SCc3cc(=O)c(O)co3)n2NCc2ccccc2O)cc1,intermediate
1143,CHEMBL4069921,1350.0,O=c1cc(CSc2nnc(-c3ccccc3)n2NCc2ccc(O)cc2O)occ1O,intermediate
1144,CHEMBL4090907,12500.0,Cc1nnc(SCc2cc(=O)c(O)co2)n1NCc1cccc(O)c1,inactive
1145,CHEMBL4080599,5850.0,O=c1cc(CSc2nncn2NCc2ccccc2O)occ1O,intermediate
1146,CHEMBL4098634,7600.0,CCc1nnc(SCc2cc(=O)c(O)co2)n1NCc1ccccc1O,intermediate
1147,CHEMBL4088468,10200.0,Cc1nnc(SCc2cc(=O)c(O)co2)n1NCc1ccccc1O,inactive
1148,CHEMBL4060236,5800.0,Cc1nnc(SCc2cc(=O)c(O)co2)n1NCc1ccc(O)cc1O,intermediate
1149,CHEMBL4128371,4.58,COc1cc(C2CC(c3cc4ccccc4oc3=O)=NN2c2nc(-c3ccc(Br)cc3)cs2)ccc1OCc1ccccc1,active
1150,CHEMBL287556,16840.0,O=c1cc(CO)occ1O,inactive
1151,CHEMBL242106,2830.0,CC(C)c1ccc(/C=N/NC(N)=S)cc1,intermediate
1152,CHEMBL4172404,1982.0,C/C(=N\NC(N)=S)c1cccc(C)c1,intermediate
1153,CHEMBL4169234,448.0,C/C(=N\NC(N)=S)c1cccc(C)c1C,active
1154,CHEMBL4177091,339.0,CCCCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1155,CHEMBL4172618,200000.0,CC(C)(O)/C(=N\NC(N)=S)c1ccc(C(C)(C)C)cc1,inactive
1156,CHEMBL4161961,1912.0,C/C(=N\NC(N)=S)c1cccc2ccccc12,intermediate
1157,CHEMBL4176010,2382.0,C/C(=N\NC(N)=S)c1cccc2c1CCCC2,intermediate
1158,CHEMBL4165401,2781.0,NC(=S)N/N=C/c1ccc(-c2ccccc2)cc1,intermediate
1159,CHEMBL323975,384.0,C/C(=N\N=C(\N)S)c1ccc(-c2ccccc2)cc1,active
1160,CHEMBL4168825,3101.0,NC(=S)N/N=C/c1ccc(/C=C/c2ccccc2)cc1,intermediate
1161,CHEMBL4164288,35350.0,CCC/C(=N\NC(N)=S)c1ccc(C)cc1,inactive
1162,CHEMBL4172176,115150.0,Cc1ccc(/C(=N/NC(N)=S)C(C)C)cc1,inactive
1163,CHEMBL4166965,100000.0,Cc1ccc(/C(Cc2ccccc2)=N/NC(N)=S)cc1,inactive
1164,CHEMBL4159067,88970.0,CC(C)/C(=N\NC(N)=S)c1ccc(C(C)C)cc1,inactive
1165,CHEMBL4163520,610.0,C/C(=N\NC(N)=S)c1ccc(CC(C)C)cc1,active
1166,CHEMBL4174215,960.0,C/C(=N\NC(N)=S)c1ccc(C(C)(C)C)cc1,active
1167,CHEMBL4160152,9490.0,CCCCc1ccc(/C(CC)=N/NC(N)=S)cc1,intermediate
1168,CHEMBL4170794,28810.0,CCCCc1ccc(/C(CCC)=N/NC(N)=S)cc1,inactive
1169,CHEMBL4163943,495.0,CCCCCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1170,CHEMBL4167399,483.0,CCCCCCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1171,CHEMBL1980327,632.0,C/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,active
1172,CHEMBL4163960,8120.0,CC/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,intermediate
1173,CHEMBL4166669,56670.0,CCC/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,inactive
1174,CHEMBL4174585,98310.0,CC(C)/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,inactive
1175,CHEMBL4163222,100000.0,NC(=S)N/N=C(\Cc1ccccc1)c1ccc(C2CCCCC2)cc1,inactive
1176,CHEMBL1269810,100000.0,NC(=S)N/N=C(\Cc1ccccc1)c1ccccc1,inactive
1177,CHEMBL4173533,325.0,COC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,active
1178,CHEMBL4162828,358.0,CCOC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,active
1179,CHEMBL4170082,458.0,CCCOC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,active
1180,CHEMBL4159466,441.0,CCCCOC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,active
1181,CHEMBL4161762,236.0,COC(=O)CCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1182,CHEMBL4169693,177.0,CCOC(=O)CCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1183,CHEMBL4162131,142.0,CCCOC(=O)CCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1184,CHEMBL4172806,394.0,C/C(=N\NC(N)=S)c1ccc(CCC(=O)O)cc1,active
1185,CHEMBL4165568,232.0,COC(=O)CCCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1186,CHEMBL3197927,278.0,CCOC(=O)CCCc1ccc(/C(C)=N/NC(N)=S)cc1,active
1187,CHEMBL4168996,5901.0,CCCCOC(=O)CCCc1ccc(/C(C)=N/NC(N)=S)cc1,intermediate
1188,CHEMBL4161071,1513.0,CC(=O)Oc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,intermediate
1189,CHEMBL4172366,1992.0,C/C(=N\NC(N)=S)c1ccc(-c2ccc(OC(=O)C(C)C)cc2)cc1,intermediate
1190,CHEMBL4164484,2466.0,C/C(=N\NC(N)=S)c1ccc(-c2ccc(OC(=O)C(C)(C)C)cc2)cc1,intermediate
1191,CHEMBL4175777,50000.0,C/C(=N\NC(N)=S)c1ccc(-c2ccc(OC(=O)c3ccccc3)cc2)cc1,inactive
1192,CHEMBL4167919,50000.0,COc1ccc(C(=O)Oc2ccc(-c3ccc(/C(C)=N/NC(N)=S)cc3)cc2)cc1,inactive
1193,CHEMBL4163213,13904.0,C/C(=N\NC(N)=S)c1ccc(-c2ccc(O)cc2)cc1,inactive
1194,CHEMBL4173936,17566.0,CCOc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,inactive
1195,CHEMBL4159844,50000.0,CCCOc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,inactive
1196,CHEMBL4170497,50000.0,CCCCOc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,inactive
1197,CHEMBL4170072,50000.0,CCCCCOc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,inactive
1198,CHEMBL4162156,278.0,COC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,active
1199,CHEMBL4166658,437.0,CCOC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,active
1200,CHEMBL4177284,485.0,CCCOC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,active
1201,CHEMBL4176884,562.0,CCCCOC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,active
1202,CHEMBL4169025,1661.0,C/C(=N\NC(N)=S)c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,intermediate
1203,CHEMBL287556,28200.0,O=c1cc(CO)occ1O,inactive
1204,CHEMBL226335,70000.0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,inactive
1205,CHEMBL522983,320000.0,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,inactive
1206,CHEMBL82242,100000.0,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,inactive
1207,CHEMBL4168843,410000.0,OC[C@H]1O[C@@H](Oc2c(O)cc(O)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,inactive
1208,CHEMBL50,240000.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive
1209,CHEMBL164,210000.0,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,inactive
1210,CHEMBL4176025,190000.0,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]2O)cc1O,inactive
1211,CHEMBL3109438,310000.0,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1O,inactive
1212,CHEMBL4167746,280000.0,CC(=O)O[C@H]1[C@H](C)O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H]1O,inactive
1213,CHEMBL4172192,180000.0,CC(=O)O[C@H]1[C@H](C)O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H]1OC(C)=O,inactive
1214,CHEMBL4164304,520000.0,CC(=O)O[C@H]1[C@H](C)O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](OC(C)=O)[C@@H]1O,inactive
1215,CHEMBL226335,130000.0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,inactive
1216,CHEMBL82242,150000.0,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,inactive
1217,CHEMBL522983,120000.0,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,inactive
1218,CHEMBL287556,10000.0,O=c1cc(CO)occ1O,inactive
1219,CHEMBL196,144000.0,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,inactive
1220,CHEMBL287556,16051.0,O=c1cc(CO)occ1O,inactive
1221,CHEMBL4176197,3371.0,CCCCC(=O)NC(=S)Nc1ccc(Br)cc1,intermediate
1222,CHEMBL4173772,2316.0,CCCCC(=O)NC(=S)Nc1ccc(Cl)cc1,intermediate
1223,CHEMBL4165846,19537.0,CCCCC(=O)NC(=S)Nc1c(Br)cc(F)cc1Br,inactive
1224,CHEMBL4177122,7750.0,CCCCC(=O)NC(=S)Nc1cccc(Cl)c1Cl,intermediate
1225,CHEMBL4169273,1568.0,CCCCC(=O)NC(=S)Nc1ccc(OC)cc1,intermediate
1226,CHEMBL4162005,6461.0,CCCCC(=O)NC(=S)Nc1ccc(Br)cc1F,intermediate
1227,CHEMBL4172660,7986.0,CCCCC(=O)NC(=S)Nc1ccc([N+](=O)[O-])cc1,intermediate
1228,CHEMBL4165446,16599.0,CCCCC(=O)NC(=S)Nc1cccc([N+](=O)[O-])c1,inactive
1229,CHEMBL4176054,10079.0,CCCCC(=O)NC(=S)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],inactive
1230,CHEMBL4168871,19658.0,CCCCC(=O)NC(=S)Nc1c(C)cc(C)cc1C,inactive
1231,CHEMBL4212506,25110.0,CC(=O)N1CCC(Cc2ccc(F)cc2)CC1,inactive
1232,CHEMBL4202959,24100.0,CCC(=O)N1CCC(Cc2ccc(F)cc2)CC1,inactive
1233,CHEMBL4212198,35260.0,CC(C)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,inactive
1234,CHEMBL4207307,19500.0,O=C(c1ccccc1)N1CCC(Cc2ccc(F)cc2)CC1,inactive
1235,CHEMBL4216642,85500.0,Fc1ccc(CN2CCNCC2)cc1,inactive
1236,CHEMBL4211662,45850.0,CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1237,CHEMBL4204455,51080.0,CCC(=O)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1238,CHEMBL4216123,30900.0,CC(C)C(=O)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1239,CHEMBL4216581,13340.0,O=C(c1ccccc1)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1240,CHEMBL287556,17760.0,O=c1cc(CO)occ1O,inactive
1241,CHEMBL4204385,3750.0,O=C(c1ccccc1F)N1CCN(Cc2ccc(F)cc2)CC1,intermediate
1242,CHEMBL4209258,54680.0,O=C(c1cccc(F)c1)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1243,CHEMBL4207788,7770.0,O=C(c1ccc(F)cc1)N1CCN(Cc2ccc(F)cc2)CC1,intermediate
1244,CHEMBL4214383,5250.0,Cc1ccccc1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,intermediate
1245,CHEMBL4212134,173820.0,Cc1cccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)c1,inactive
1246,CHEMBL4207492,33130.0,Cc1ccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cc1,inactive
1247,CHEMBL4217531,2030.0,COc1ccccc1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,intermediate
1248,CHEMBL4210485,27040.0,COc1cccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)c1,inactive
1249,CHEMBL4206277,9140.0,COc1ccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cc1,intermediate
1250,CHEMBL4217985,7060.0,O=C(c1ccccc1O)N1CCN(Cc2ccc(F)cc2)CC1,intermediate
1251,CHEMBL4216024,12640.0,O=C(c1cccc(O)c1)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1252,CHEMBL4213598,27410.0,O=C(c1ccc(O)cc1)N1CCN(Cc2ccc(F)cc2)CC1,inactive
1253,CHEMBL4246390,32080.0,O=C1ON=C(c2ccccc2)/C1=C/c1ccc(O)cc1O,inactive
1254,CHEMBL4240370,14620.0,O=C1ON=C(c2ccccc2)/C1=C/c1ccc(O)c(Br)c1,inactive
1255,CHEMBL287556,37860.0,O=c1cc(CO)occ1O,inactive
1256,CHEMBL4291894,2000.0,COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccc(O)cc2)c1,intermediate
1257,CHEMBL4284042,100000.0,COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccc(O)c(OC)c2)c1,inactive
1258,CHEMBL4288476,77400.0,COc1ccc(/C=C/C(=O)Oc2cc(OC)ccc2C(C)=O)cc1,inactive
1259,CHEMBL4280588,100000.0,COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccccc2)c1,inactive
1260,CHEMBL4285115,39000.0,COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccc(C)cc2)c1,inactive
1261,CHEMBL4277162,163800.0,COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccc(Cl)cc2)c1,inactive
1262,CHEMBL4281683,8300.0,COc1ccc(C(C)=O)c(OC(=O)/C=C/c2ccc(F)cc2)c1,intermediate
1263,CHEMBL2271260,10600.0,Cc1ccc(C(C)C)c(OC(=O)/C=C/c2ccc(O)cc2)c1,inactive
1264,CHEMBL2271262,100000.0,COc1cc(/C=C/C(=O)Oc2cc(C)ccc2C(C)C)ccc1O,inactive
1265,CHEMBL4287738,100000.0,COc1ccc(/C=C/C(=O)Oc2cc(C)ccc2C(C)C)cc1,inactive
1266,CHEMBL1336123,100000.0,Cc1ccc(C(C)C)c(OC(=O)/C=C/c2ccccc2)c1,inactive
1267,CHEMBL4291147,100000.0,Cc1ccc(/C=C/C(=O)Oc2cc(C)ccc2C(C)C)cc1,inactive
1268,CHEMBL2285940,100000.0,Cc1ccc(C(C)C)c(OC(=O)/C=C/c2ccc(Cl)cc2)c1,inactive
1269,CHEMBL4291323,100000.0,Cc1ccc(C(C)C)c(OC(=O)/C=C/c2ccc(F)cc2)c1,inactive
1270,CHEMBL27246,209500.0,O=C(O)/C=C/c1ccccc1,inactive
1271,CHEMBL66879,4708500.0,O=C(O)/C=C/c1ccc(O)cc1,inactive
1272,CHEMBL1079227,121400.0,COc1ccc(C(C)=O)c(O)c1,inactive
1273,CHEMBL29411,5925000.0,Cc1ccc(C(C)C)c(O)c1,inactive
1274,CHEMBL287556,32200.0,O=c1cc(CO)occ1O,inactive
1275,CHEMBL287556,12420.0,O=c1cc(CO)occ1O,inactive
1276,CHEMBL4289018,4720.0,CN(C)c1ccc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2ccc(Cl)cc2)c2ccccc12,intermediate
1277,CHEMBL4128371,4.58,COc1cc(C2CC(c3cc4ccccc4oc3=O)=NN2c2nc(-c3ccc(Br)cc3)cs2)ccc1OCc1ccccc1,active
1278,CHEMBL287556,16840.0,O=c1cc(CO)occ1O,inactive
1279,CHEMBL29411,500000.0,Cc1ccc(C(C)C)c(O)c1,inactive
1280,CHEMBL281202,500000.0,Cc1ccc(C(C)C)cc1O,inactive
1281,CHEMBL4439425,500000.0,CCOc1cc(C(C)C)ccc1C,inactive
1282,CHEMBL4452910,500000.0,CCOc1cc(C)ccc1C(C)C,inactive
1283,CHEMBL4578501,500000.0,CCOc1cc(C(C)C)c(C(=O)CCC(=O)O)cc1C,inactive
1284,CHEMBL4573816,500000.0,CCOc1cc(C)c(C(=O)CCC(=O)O)cc1C(C)C,inactive
1285,CHEMBL4450547,500000.0,CCOc1cc(C(C)C)c(C(=O)CCC(=O)OC)cc1C,inactive
1286,CHEMBL4562120,500000.0,CCOC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,inactive
1287,CHEMBL4460162,217900.0,CCCOC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,inactive
1288,CHEMBL4514018,128800.0,C=CCOC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,inactive
1289,CHEMBL4482921,176500.0,CCCCOC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,inactive
1290,CHEMBL4561682,244100.0,C/C=C/COC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,inactive
1291,CHEMBL4438192,500000.0,CCOc1cc(C(C)C)c(C(=O)CCC(=O)OCc2ccccc2)cc1C,inactive
1292,CHEMBL4476244,500000.0,CCOc1cc(C)c(C(=O)CCC(=O)OC)cc1C(C)C,inactive
1293,CHEMBL4553753,212300.0,CCOC(=O)CCC(=O)c1cc(C(C)C)c(OCC)cc1C,inactive
1294,CHEMBL4530299,154000.0,CCCOC(=O)CCC(=O)c1cc(C(C)C)c(OCC)cc1C,inactive
1295,CHEMBL4465955,125600.0,C=CCOC(=O)CCC(=O)c1cc(C(C)C)c(OCC)cc1C,inactive
1296,CHEMBL4462546,191400.0,CCCCOC(=O)CCC(=O)c1cc(C(C)C)c(OCC)cc1C,inactive
